# _tick,_time,step,pg_loss,value_loss,dist_entropy,train:mean_episode_return,train:median_episode_return,test:mean_episode_return,test:median_episode_return,train_eval:mean_episode_return,train_eval:median_episode_return,sps,train:success_rate,train_eval:success_rate,test:success_rate
97,1624933650.4732244,160579584,-0.0023407278155597546,0.0031245627906173468,0.1731014276544253,0.93571424,0.9380102,0.9405357,0.9391582,0.946046,0.95063776,4877.263556399024,1.0,1.0,1.0
98,1624933986.0449893,162217984,-0.003559512823509673,0.01846989744808525,0.17656069186826548,0.9453572,0.94834185,0.65431124,0.9276786,0.94306123,0.94260204,4882.360641686657,1.0,1.0,0.7
99,1624934329.627721,163856384,-0.0012200365114646654,0.03100328236663093,0.1902882425735394,0.9446684,0.95178574,0.84053576,0.9334184,0.8136735,0.9322704,4791.260654585989,1.0,0.9,0.9
100,1624934653.4945462,165494784,-0.0017457987802724044,0.06058041720340649,0.26802918563286465,0.8966836,0.93915814,0.90517867,0.9207908,0.93961734,0.9357143,4889.614023883537,1.0,1.0,1.0
101,1624934971.9333916,167133184,-0.0010709950778012474,0.04345479134159783,0.24460873069862524,0.94122446,0.94489795,0.8260714,0.9265306,0.9364031,0.9322704,5096.589513163277,1.0,1.0,0.9
102,1624935293.1379032,168771584,-0.0023786794239034257,0.005371765311186512,0.18967623449862003,0.9380101,0.9357143,0.8368622,0.9265306,0.94397956,0.94719386,5286.000853986389,1.0,1.0,0.9
103,1624935630.0172365,170409984,-0.003303928067907691,0.09866227209568024,0.3641879123946031,0.9432909,0.9494898,0.8448979,0.9380102,0.933648,0.9334184,4899.353219533519,1.0,1.0,0.9
104,1624935963.7121074,172048384,-0.0011682681312474112,0.04155341947140793,0.19139039143919945,0.9368623,0.9403061,0.83778065,0.93571424,0.93801033,0.9334184,4890.139356598266,1.0,1.0,0.9
105,1624936300.1258183,173686784,-0.0004095380815366904,0.013570764393080026,0.1592797910173734,0.9334184,0.9322704,0.7633929,0.9299745,0.93433666,0.9311224,4902.381425647122,1.0,1.0,0.9
106,1624936638.061998,175325184,-0.004223235261936982,0.013641872229830673,0.15372646724184355,0.94260204,0.94260204,0.7964541,0.92423475,0.9446684,0.94489795,4797.89150064879,1.0,1.0,0.9
107,1624936980.2948267,176963584,-0.0018368573122036953,0.06668164976872504,0.20222319041689238,0.9460459,0.94375,0.8391582,0.9288265,0.9458164,0.95178574,4763.264158311349,1.0,1.0,0.9
108,1624937325.8519535,178601984,-0.0011755526065826416,0.022306222953678418,0.1720280535519123,0.9446684,0.94375,0.82836735,0.9288266,0.94443876,0.94375,4797.2866395396195,1.0,1.0,0.9
109,1624937659.6089392,180240384,-0.0021504616209616265,0.0034521598912154636,0.18177607282996178,0.94375,0.94375,0.75109696,0.9391582,0.94168377,0.9403061,4889.660081196726,1.0,1.0,0.8
110,1624938002.6535475,181878784,-0.0010721091627298545,0.029269904751951497,0.1626152489334345,0.94076526,0.94260204,0.8283674,0.9242347,0.8513266,0.9460459,4757.677160058929,1.0,0.9,0.9
111,1624938339.7030542,183517184,-0.0027246117824688554,0.0035852117968412736,0.18145089410245419,0.9444388,0.9494898,0.83479595,0.9334184,0.9439796,0.94145405,4843.7910322344405,1.0,1.0,0.9
112,1624938682.209338,185155584,-0.0027486454928293824,0.03714349237270653,0.27876144275069237,0.93869895,0.94145405,0.57372445,0.8255102,0.8458163,0.94375,4839.046604666954,1.0,0.9,0.7
113,1624939010.0630305,186793984,-0.0008112048089969903,0.020520026989591617,0.1941157610466083,0.8403061,0.9322704,0.9327296,0.9299745,0.9430612,0.94604594,4938.06740199665,0.9,1.0,1.0
114,1624939343.7702005,188432384,-0.002177245623897761,0.07832659486060341,0.26837766729295254,0.9370918,0.9357143,0.8895663,0.92997444,0.92951536,0.92997444,4918.226976633367,1.0,1.0,1.0
115,1624939678.4463856,190070784,-0.003049031443273028,0.03912115593751272,0.22051393302778402,0.937551,0.9403061,0.8040306,0.91964287,0.85798466,0.95408165,4972.461038501154,1.0,0.9,0.9
116,1624940007.2865317,191709184,-0.00020964672633757195,0.03770158113911748,0.2727133743464947,0.9343368,0.93686223,0.9311225,0.9322704,0.9368622,0.94375,4924.067517363083,1.0,1.0,1.0
117,1624940344.058622,193347584,0.001679673558101058,0.03252680227160454,0.16084240935742855,0.94375,0.95178574,0.7941582,0.91275513,0.9435204,0.9460459,4899.6810351566455,1.0,1.0,0.9
118,1624940675.4579864,194985984,-0.002483922600125273,0.02328971360111609,0.15139946155250072,0.93961734,0.9403061,0.84007657,0.9334184,0.9467347,0.9460459,4920.299377964385,1.0,1.0,0.9
119,1624941002.4137456,196624384,-0.0018835490918718278,0.04947447823360562,0.188685509065787,0.9368623,0.9391582,0.91734695,0.9276786,0.93617356,0.9334184,5020.889361807514,1.0,1.0,1.0
120,1624941337.2563906,198262784,0.0010868584116299946,0.02021432206189881,0.15164101558427015,0.9485715,0.95178574,0.8914031,0.915051,0.94535714,0.94719386,4903.049392269694,1.0,1.0,1.0
121,1624941674.0286505,199901184,-0.0020146502065472305,0.015003556269221008,0.1758989735196034,0.94099486,0.9460459,0.8695919,0.93686223,0.94994897,0.94834185,4875.867939624823,1.0,1.0,1.0
122,1624942017.2672567,201539584,-0.0002105086847829322,0.013980567901550481,0.11773026610414188,0.93525517,0.9345664,0.92653066,0.94375,0.936403,0.9380102,4784.458530819602,1.0,1.0,1.0
123,1624942360.8740077,203177984,-0.001083241814437012,0.01319695463947331,0.13514046929776669,0.9497194,0.9494898,0.8911735,0.9299745,0.9389286,0.94260204,4748.02916013547,1.0,1.0,1.0
124,1624942687.436036,204816384,-0.0009786592175563176,0.027234910560461383,0.17424201592803001,0.93869895,0.94145405,0.9005867,0.9334184,0.94283164,0.94719386,5020.2329124396465,1.0,1.0,1.0
125,1624943022.3341184,206454784,-0.002740401503009101,0.03773320970746378,0.19331973232328892,0.9439796,0.9460459,0.83732146,0.9276786,0.9423725,0.94375,4864.802392057297,1.0,1.0,0.9
126,1624943342.6340482,208093184,-0.0034250310660960772,0.010728932179821035,0.19660983172555765,0.9341071,0.92997444,0.8228572,0.9391582,0.94076526,0.9403061,4966.7027053206875,1.0,1.0,0.9
127,1624943669.2142518,209731584,-0.0014199768387091656,0.02566135472928484,0.17058071369926134,0.9350255,0.9380102,0.8382398,0.9357143,0.93869907,0.93686223,5047.8185744387065,1.0,1.0,0.9
128,1624943997.9577029,211369984,-0.003117733256658539,0.024326828502429027,0.25642854906618595,0.9439796,0.9460459,0.69943875,0.8966837,0.9419133,0.94719386,5138.255014298161,1.0,1.0,0.8
129,1624944315.4012172,213008384,-0.002312008563118676,0.0065146001482692855,0.21001190319657326,0.93617356,0.9357143,0.85627556,0.8966837,0.94627553,0.94948983,5153.190415534144,1.0,1.0,1.0
130,1624944641.7784863,214646784,-0.0020503392637086413,0.05131410046791037,0.2927509533862273,0.8946174,0.94260204,0.7771684,0.9184949,0.9481122,0.9494898,5018.1693299365825,1.0,1.0,0.9
131,1624944977.8629594,216285184,-0.0021115503817175827,0.0019577979983296245,0.15164547910292944,0.94122446,0.94375,0.8010459,0.88290817,0.9350255,0.9345664,4868.339187344221,1.0,1.0,0.9
132,1624945307.8418987,217923584,-0.0006941372412256896,0.02951878650734822,0.21734879662593207,0.94053566,0.94260204,0.9359439,0.94260204,0.9476532,0.94604594,4944.870888190785,1.0,1.0,1.0
133,1624945650.6156192,219561984,-0.0027965019495847323,0.04016131442040205,0.2265303935855627,0.92951536,0.9276786,0.89484704,0.9311224,0.94260204,0.94375,4765.328502581215,1.0,1.0,1.0
134,1624945990.6935847,221200384,-0.0011098079363970708,0.006464873474518147,0.11769538186490536,0.9322704,0.9391582,0.74260205,0.9345664,0.93915814,0.9357143,4868.647088283724,1.0,1.0,0.8
